date,daily_trips,TMAX
8/20/2021,102352,82
8/21/2021,96396,82
8/22/2021,15853,76
8/23/2021,76861,83
8/24/2021,109287,89
8/25/2021,106715,91
8/26/2021,103688,91
8/27/2021,88710,93
8/28/2021,104347,80
8/29/2021,102478,76
8/30/2021,101175,85
8/31/2021,111979,83
9/1/2021,50787,78
9/2/2021,126475,77
9/3/2021,115073,74
9/4/2021,109117,79
9/5/2021,87510,74
9/6/2021,106337,81
9/7/2021,106927,79
9/8/2021,113136,82
9/9/2021,77654,76
9/10/2021,126613,74
9/11/2021,133587,76
9/12/2021,117228,81
9/13/2021,105993,83
9/14/2021,118480,80
9/15/2021,118368,85
9/16/2021,109637,76
9/17/2021,111916,75
9/18/2021,124651,84
9/19/2021,116470,76
9/20/2021,109099,75
9/21/2021,113240,76
9/22/2021,113378,79
9/23/2021,86742,79
9/24/2021,115901,72
9/25/2021,125193,75
9/26/2021,113560,71
9/27/2021,106811,78
9/28/2021,96558,71
9/29/2021,111536,68
9/30/2021,112583,65
10/1/2021,115828,67
10/2/2021,120155,74
10/3/2021,108304,77
10/4/2021,73613,73
10/5/2021,103932,65
10/6/2021,110685,69
10/7/2021,115335,73
10/8/2021,115808,76
10/9/2021,108091,67
10/10/2021,69386,66
10/11/2021,97257,71
10/12/2021,108314,69
10/13/2021,109850,69
10/14/2021,116278,76
10/15/2021,118471,79
10/16/2021,99243,76
10/17/2021,90860,61
10/18/2021,87314,58
10/19/2021,100118,66
10/20/2021,112026,75
10/21/2021,113734,73
10/22/2021,111571,69
10/23/2021,91369,59
10/24/2021,85039,59
10/25/2021,92446,73
10/26/2021,48015,63
10/27/2021,97986,61
10/28/2021,100689,57
10/29/2021,82622,56
10/30/2021,79170,64
10/31/2021,85726,63
11/1/2021,89655,58
11/2/2021,82811,53
11/3/2021,87259,51
11/4/2021,85758,50
11/5/2021,86279,51
11/6/2021,84659,52
11/7/2021,79380,53
11/8/2021,84958,63
11/9/2021,96712,68
11/10/2021,98195,64
11/11/2021,92925,61
11/12/2021,69975,65
11/13/2021,71475,62
11/14/2021,63193,48
11/15/2021,68372,47
11/16/2021,77280,49
11/17/2021,85554,57
11/18/2021,94672,69
11/19/2021,74090,48
11/20/2021,69554,47
11/21/2021,65383,56
11/22/2021,63652,55
11/23/2021,61201,42
11/24/2021,57450,45
11/25/2021,35034,56
11/26/2021,31985,47
11/27/2021,37424,39
11/28/2021,41660,41
11/29/2021,58569,45
11/30/2021,64170,41
12/1/2021,74033,49
12/2/2021,79362,58
12/3/2021,72585,48
12/4/2021,68161,48
12/5/2021,62509,49
12/6/2021,67735,61
12/7/2021,67189,43
12/8/2021,65876,42
12/9/2021,66553,39
12/10/2021,75593,50
12/11/2021,64261,66
12/12/2021,62109,56
12/13/2021,68299,53
12/14/2021,75703,53
12/15/2021,73103,57
12/16/2021,80607,62
12/17/2021,78035,60
12/18/2021,39513,48
12/19/2021,40310,45
12/20/2021,45540,37
12/21/2021,50951,43
12/22/2021,41926,47
12/23/2021,41284,36
12/24/2021,31319,40
12/25/2021,16406,52
12/26/2021,31737,51
12/27/2021,31583,39
12/28/2021,40728,47
12/29/2021,39656,44
12/30/2021,46925,49
12/31/2021,48696,55
1/1/2022,20895,56
1/2/2022,44234,59
1/3/2022,34126,37
1/4/2022,37879,34
1/5/2022,35080,47
1/6/2022,46004,41
1/7/2022,17838,34
1/8/2022,25129,30
1/9/2022,22088,40
1/10/2022,35717,40
1/11/2022,27704,24
1/12/2022,41636,40
1/13/2022,51798,48
1/14/2022,46837,43
1/15/2022,23717,21
1/16/2022,21588,37
1/17/2022,29887,44
1/18/2022,44045,36
1/19/2022,55371,49
1/20/2022,34901,46
1/21/2022,35006,22
1/22/2022,33018,29
1/23/2022,33817,37
1/24/2022,42591,36
1/25/2022,51982,42
1/26/2022,43279,28
1/27/2022,45058,32
1/28/2022,35740,32
1/29/2022,2927,29
1/30/2022,9688,26
1/31/2022,22838,31
2/1/2022,29993,36
2/2/2022,42955,47
2/3/2022,27292,52
2/4/2022,21072,57
2/5/2022,31980,27
2/6/2022,30313,30
2/7/2022,31611,37
2/8/2022,53493,45
2/9/2022,57558,46
2/10/2022,63584,54
2/11/2022,66310,57
2/12/2022,70299,59
2/13/2022,20897,42
2/14/2022,35732,25
2/15/2022,41940,30
2/16/2022,55072,49
2/17/2022,69223,68
2/18/2022,48407,63
2/19/2022,33400,40
2/20/2022,31959,36
2/21/2022,53863,55
2/22/2022,37452,61
2/23/2022,68175,68
2/24/2022,46001,35
2/25/2022,31350,41
2/26/2022,42732,37
2/27/2022,44121,48
2/28/2022,46930,36
3/1/2022,57432,48
3/2/2022,68718,52
3/3/2022,56795,48
3/4/2022,51059,37
3/5/2022,52695,46
3/6/2022,55948,68
3/7/2022,69568,74
3/8/2022,63778,50
3/9/2022,28822,41
3/10/2022,67868,51
3/11/2022,71017,55
3/12/2022,20336,48
3/13/2022,31815,35
3/14/2022,64895,56
3/15/2022,80950,68
3/16/2022,83460,67
3/17/2022,51187,53
3/18/2022,95284,74
3/19/2022,79685,70
3/20/2022,67065,61
3/21/2022,74997,62
3/22/2022,77201,58
3/23/2022,62383,49
3/24/2022,46992,47
3/25/2022,76966,60
3/26/2022,63708,53
3/27/2022,46883,46
3/28/2022,39187,33
3/29/2022,49720,38
3/30/2022,62747,47
3/31/2022,74283,66
4/1/2022,70244,61
4/2/2022,74958,54
4/3/2022,38074,48
4/4/2022,70671,54
4/5/2022,74265,57
4/6/2022,49773,53
4/7/2022,36284,54
4/8/2022,90641,65
4/9/2022,69105,55
4/10/2022,58595,50
4/11/2022,77371,61
4/12/2022,95735,72
4/13/2022,100803,71
4/14/2022,92849,79
4/15/2022,102100,70
4/16/2022,84084,73
4/17/2022,55577,51
4/18/2022,57235,54
4/19/2022,60480,50
4/20/2022,87636,60
4/21/2022,79750,59
4/22/2022,100005,70
4/23/2022,96936,65
4/24/2022,85463,63
4/25/2022,74762,58
4/26/2022,76986,60
4/27/2022,84742,58
4/28/2022,80806,58
4/29/2022,89424,63
4/30/2022,104259,68
5/1/2022,97344,69
5/2/2022,56229,56
5/3/2022,95263,62
5/4/2022,81915,65
5/5/2022,113394,74
5/6/2022,36211,61
5/7/2022,21271,50
5/8/2022,65005,58
5/9/2022,96836,70
5/10/2022,107649,73
5/11/2022,110056,75
5/12/2022,113665,75
5/13/2022,98440,72
5/14/2022,81802,72
5/15/2022,111373,76
5/16/2022,81406,75
5/17/2022,120376,77
5/18/2022,120400,72
5/19/2022,92433,66
5/20/2022,87405,69
5/21/2022,118165,90
5/22/2022,106060,89
5/23/2022,103820,73
5/24/2022,107315,67
5/25/2022,116909,70
5/26/2022,113837,70
5/27/2022,91251,80
5/28/2022,84854,74
5/29/2022,103741,77
5/30/2022,103218,84
5/31/2022,102957,93
6/1/2022,90340,72
6/2/2022,101166,79
6/3/2022,123870,76
6/4/2022,130555,80
6/5/2022,118762,77
6/6/2022,113007,80
6/7/2022,106620,78
6/8/2022,127068,82
6/9/2022,117823,81
6/10/2022,125467,77
6/11/2022,118389,74
6/12/2022,92658,72
6/13/2022,114418,85
6/14/2022,126657,81
6/15/2022,131188,83
6/16/2022,104936,71
6/17/2022,122881,88
6/18/2022,111681,75
6/19/2022,108688,73
6/20/2022,117156,78
6/21/2022,102116,80
6/22/2022,97198,67
6/23/2022,120734,74
6/24/2022,127645,81
6/25/2022,121606,90
6/26/2022,109080,89
6/27/2022,81972,77
6/28/2022,124745,79
6/29/2022,124885,84
6/30/2022,119572,86
7/1/2022,106512,91
7/2/2022,91281,87
7/3/2022,91987,88
7/4/2022,97590,85
7/5/2022,91452,87
7/6/2022,116243,85
7/7/2022,118010,84
7/8/2022,101322,83
7/9/2022,126534,85
7/10/2022,118774,83
7/11/2022,114714,85
7/12/2022,115157,90
7/13/2022,124307,91
7/14/2022,123861,90
7/15/2022,122804,86
7/16/2022,114688,85
7/17/2022,114103,83
7/18/2022,85976,81
7/19/2022,123335,90
7/20/2022,121408,95
7/21/2022,112282,92
7/22/2022,115384,94
7/23/2022,110836,95
7/24/2022,102668,95
7/25/2022,99366,86
7/26/2022,126208,81
7/27/2022,128834,85
7/28/2022,121009,87
7/29/2022,118209,85
7/30/2022,126697,87
7/31/2022,115839,86
8/1/2022,101128,77
8/2/2022,124550,90
8/3/2022,128648,89
8/4/2022,121530,93
8/5/2022,117754,89
8/6/2022,126469,92
8/7/2022,97764,92
8/8/2022,107354,93
8/9/2022,112465,97
8/10/2022,127251,87
8/11/2022,117476,89
8/12/2022,126404,85
8/13/2022,135884,79
8/14/2022,114891,82
8/15/2022,115123,83
8/16/2022,126078,83
8/17/2022,123933,81
8/18/2022,125828,87
8/19/2022,124513,90
8/20/2022,132446,90
8/21/2022,113652,82
8/22/2022,88537,79
8/23/2022,122067,86
8/24/2022,126560,90
8/25/2022,123828,91
8/26/2022,111955,87
8/27/2022,121289,90
8/28/2022,110912,82
8/29/2022,111304,85
8/30/2022,116826,89
8/31/2022,126890,85
9/1/2022,125121,86
9/2/2022,119742,79
9/3/2022,110856,82
9/4/2022,102298,90
9/5/2022,96611,88
9/6/2022,42000,74
9/7/2022,116330,72
9/8/2022,138383,78
9/9/2022,137341,80
9/10/2022,138363,86
9/11/2022,69610,76
9/12/2022,118430,81
9/13/2022,125741,82
9/14/2022,138737,80
9/15/2022,135997,74
9/16/2022,135292,75
9/17/2022,134089,76
9/18/2022,119804,83
9/19/2022,105746,85
9/20/2022,133629,79
9/21/2022,137221,80
9/22/2022,105017,75
9/23/2022,116488,63
9/24/2022,116340,69
9/25/2022,89222,72
9/26/2022,108384,74
9/27/2022,119683,70
9/28/2022,127208,69
9/29/2022,124750,66
9/30/2022,118690,62
10/1/2022,61578,61
10/2/2022,53214,60
10/3/2022,50912,53
10/4/2022,53720,55
10/5/2022,71329,59
10/6/2022,127479,74
10/7/2022,127008,76
10/8/2022,103614,58
10/9/2022,96554,61
10/10/2022,99003,67
10/11/2022,115120,70
10/12/2022,121754,70
10/13/2022,75635,69
10/14/2022,118283,67
10/15/2022,121431,68
10/16/2022,104099,64
10/17/2022,91303,66
10/18/2022,104069,56
10/19/2022,102662,54
10/20/2022,107486,58
10/21/2022,111624,62
10/22/2022,114545,66
10/23/2022,68572,61
10/24/2022,68400,61
10/25/2022,101466,70
10/26/2022,115945,72
10/27/2022,119127,65
10/28/2022,109592,56
10/29/2022,108200,58
10/30/2022,98453,63
10/31/2022,99493,65
11/1/2022,106823,67
11/2/2022,121039,70
11/3/2022,120221,67
11/4/2022,122402,70
11/5/2022,125658,76
11/6/2022,106552,75
11/7/2022,110288,77
11/8/2022,99562,58
11/9/2022,98324,53
11/10/2022,112425,66
11/11/2022,56615,68
11/12/2022,117406,69
11/13/2022,71312,61
11/14/2022,76183,45
11/15/2022,66302,46
11/16/2022,79431,50
11/17/2022,80813,46
11/18/2022,75806,44
11/19/2022,61394,40
11/20/2022,46485,40
11/21/2022,61605,41
11/22/2022,76381,51
11/23/2022,76304,55
11/24/2022,39289,54
11/25/2022,44683,55
11/26/2022,61668,57
11/27/2022,35788,60
11/28/2022,75305,54
11/29/2022,77697,44
11/30/2022,56344,58
12/1/2022,75453,43
12/2/2022,77173,47
12/3/2022,46947,58
12/4/2022,64561,45
12/5/2022,76259,48
12/6/2022,54229,58
12/7/2022,76862,59
12/8/2022,92372,55
12/9/2022,79557,45
12/10/2022,65856,39
12/11/2022,33866,40
12/12/2022,62130,38
12/13/2022,67875,40
12/14/2022,69758,39
12/15/2022,45549,42
12/16/2022,29565,44
12/17/2022,61577,44
12/18/2022,50011,40
12/19/2022,56236,39
12/20/2022,60578,39
12/21/2022,61343,40
12/22/2022,40443,47
12/23/2022,27551,58
12/24/2022,12601,15
12/25/2022,9851,28
12/26/2022,20255,29
12/27/2022,34395,35
12/28/2022,45677,47
12/29/2022,53677,51
12/30/2022,64550,62
12/31/2022,32895,55
1/1/2023,52561,55
1/2/2023,60369,56
1/3/2023,53591,58
1/4/2023,76968,66
1/5/2023,74016,50
1/6/2023,67023,49
1/7/2023,61270,45
1/8/2023,51149,41
1/9/2023,63617,44
1/10/2023,68693,41
1/11/2023,69327,39
1/12/2023,53216,55
1/13/2023,67539,57
1/14/2023,44968,38
1/15/2023,42381,41
1/16/2023,51554,48
1/17/2023,66948,47
1/18/2023,78025,53
1/19/2023,33472,44
1/20/2023,69848,49
1/21/2023,60243,42
1/22/2023,40698,42
1/23/2023,39724,39
1/24/2023,69870,46
1/25/2023,43222,54
1/26/2023,66678,57
1/27/2023,67796,44
1/28/2023,68844,52
1/29/2023,59805,53
1/30/2023,72528,55
1/31/2023,59258,50
2/1/2023,62378,38
2/2/2023,65127,40
2/3/2023,39390,35
2/4/2023,25740,27
2/5/2023,51420,49
2/6/2023,66824,52
2/7/2023,67974,43
2/8/2023,81023,53
2/9/2023,78527,55
2/10/2023,86701,61
2/11/2023,65856,46
2/12/2023,57453,48
2/13/2023,74357,57
2/14/2023,80614,54
2/15/2023,91995,67
2/16/2023,76975,70
2/17/2023,51350,61
2/18/2023,54028,43
2/19/2023,53133,50
2/20/2023,73443,61
2/21/2023,58206,50
2/22/2023,56250,44
2/23/2023,67889,44
2/24/2023,61569,45
2/25/2023,44755,33
2/26/2023,56586,50
2/27/2023,60420,46
2/28/2023,42165,38
3/1/2023,72648,44
3/2/2023,76610,54
3/3/2023,67532,47
3/4/2023,58907,45
3/5/2023,67009,53
3/6/2023,75204,52
3/7/2023,69046,47
3/8/2023,74211,48
3/9/2023,80030,51
3/10/2023,61583,46
3/11/2023,50991,45
3/12/2023,58548,48
3/13/2023,33946,45
3/14/2023,41017,38
3/15/2023,68192,45
3/16/2023,86538,59
3/17/2023,86142,60
3/18/2023,77440,56
3/19/2023,50245,40
3/20/2023,71296,51
3/21/2023,90902,63
3/22/2023,90154,62
3/23/2023,77784,60
3/24/2023,80439,55
3/25/2023,34173,47
3/26/2023,91018,63
3/27/2023,62946,62
3/28/2023,82721,52
3/29/2023,91744,55
3/30/2023,79255,46
3/31/2023,85943,57
4/1/2023,73680,72
4/2/2023,73956,51
4/3/2023,87635,59
4/4/2023,109005,73
4/5/2023,74559,57
4/6/2023,100331,80
4/7/2023,84638,60
4/8/2023,79886,54
4/9/2023,72551,57
4/10/2023,93609,68
4/11/2023,107995,75
4/12/2023,120189,84
4/13/2023,123278,90
4/14/2023,124248,91
4/15/2023,104932,75
4/16/2023,107416,71
4/17/2023,95119,68
4/18/2023,99740,57
4/19/2023,110219,64
4/20/2023,117628,66
4/21/2023,119343,71
4/22/2023,117721,67
4/23/2023,91015,69
4/24/2023,103197,62
4/25/2023,109725,60
4/26/2023,112423,60
4/27/2023,107108,57
4/28/2023,88783,56
4/29/2023,18501,53
4/30/2023,25920,60
5/1/2023,106054,61
5/2/2023,93603,56
5/3/2023,105697,57
5/4/2023,96207,55
5/5/2023,116522,66
5/6/2023,128083,73
5/7/2023,117009,78
5/8/2023,119120,77
5/9/2023,119674,71
5/10/2023,127630,73
5/11/2023,132772,80
5/12/2023,133496,87
5/13/2023,125526,82
5/14/2023,110389,74
5/15/2023,118891,74
5/16/2023,125801,79
5/17/2023,119498,69
5/18/2023,118928,61
5/19/2023,123605,70
5/20/2023,46320,65
5/21/2023,117851,70
5/22/2023,117899,75
5/23/2023,126289,70
5/24/2023,120182,77
5/25/2023,126936,68
5/26/2023,125965,72
5/27/2023,110054,78
5/28/2023,102940,79
5/29/2023,106074,79
5/30/2023,115773,72
5/31/2023,125978,77
6/1/2023,130759,87
6/2/2023,115094,91
6/3/2023,109423,69
6/4/2023,106569,69
6/5/2023,118483,76
6/6/2023,115510,79
6/7/2023,94984,69
6/8/2023,99754,72
6/9/2023,116658,72
6/10/2023,126346,78
6/11/2023,111806,82
6/12/2023,100134,78
6/13/2023,135587,78
6/14/2023,120988,76
6/15/2023,139040,77
6/16/2023,109200,79
6/17/2023,120431,77
6/18/2023,114325,80
6/19/2023,124291,81
6/20/2023,132590,78
6/21/2023,135957,73
6/22/2023,120253,72
6/23/2023,111057,71
6/24/2023,114492,78
6/25/2023,120422,85
6/26/2023,105325,78
6/27/2023,122791,79
6/28/2023,135810,82
6/29/2023,134865,82
6/30/2023,117315,84
7/1/2023,112008,82
7/2/2023,85823,88
7/3/2023,100583,89
7/4/2023,87478,83
7/5/2023,120041,93
7/6/2023,127001,90
7/7/2023,127263,87
7/8/2023,120195,88
7/9/2023,91182,82
7/10/2023,127644,84
7/11/2023,137818,89
7/12/2023,137877,91
7/13/2023,135914,88
7/14/2023,109999,84
7/15/2023,113298,88
7/16/2023,67364,78
7/17/2023,128947,88
7/18/2023,126713,84
7/19/2023,136203,80
7/20/2023,143989,88
7/21/2023,129433,84
7/22/2023,137235,85
7/23/2023,126166,88
7/24/2023,129504,85
7/25/2023,115328,86
7/26/2023,148050,87
7/27/2023,132352,92
7/28/2023,129631,92
7/29/2023,123905,89
7/30/2023,132718,80
7/31/2023,134594,85
8/1/2023,147058,82
8/2/2023,149900,81
8/3/2023,147691,80
8/4/2023,134466,77
8/5/2023,142980,87
8/6/2023,127840,87
8/7/2023,102676,81
8/8/2023,138190,80
8/9/2023,145951,86
8/10/2023,92908,81
8/11/2023,141013,85
8/12/2023,137365,85
8/13/2023,121707,88
8/14/2023,127527,87
8/15/2023,133585,80
8/16/2023,141217,82
8/17/2023,136879,79
8/18/2023,132295,80
8/19/2023,149277,78
8/20/2023,123379,85
8/21/2023,126287,88
8/22/2023,141099,79
8/23/2023,142173,80
8/24/2023,104947,73
8/25/2023,102525,78
8/26/2023,129505,84
8/27/2023,129800,84
8/28/2023,126244,76
8/29/2023,139296,80
8/30/2023,135035,83
8/31/2023,142354,77
9/1/2023,131946,76
9/2/2023,122928,79
9/3/2023,115488,88
9/4/2023,114780,89
9/5/2023,137241,92
9/6/2023,145720,93
9/7/2023,149033,93
9/8/2023,123942,90
9/9/2023,129428,84
9/10/2023,88372,77
9/11/2023,114842,82
9/12/2023,160895,82
9/13/2023,148375,79
9/14/2023,161499,77
9/15/2023,150141,69
9/16/2023,148073,75
9/17/2023,128681,77
9/18/2023,62091,68
9/19/2023,157079,72
9/20/2023,160485,74
9/21/2023,157420,71
9/22/2023,152927,71
9/23/2023,37415,63
9/24/2023,35760,66
9/25/2023,44794,66
9/26/2023,86483,60
9/27/2023,142141,64
9/28/2023,110560,65
9/29/2023,50716,63
9/30/2023,105907,66
10/1/2023,135388,76
10/2/2023,139434,77
10/3/2023,151196,80
10/4/2023,154131,83
10/5/2023,152753,77
10/6/2023,125181,71
10/7/2023,70949,69
10/8/2023,108024,59
10/9/2023,111270,60
10/10/2023,132071,63
10/11/2023,146351,69
10/12/2023,146411,69
10/13/2023,141050,63
10/14/2023,44069,56
10/15/2023,109292,60
10/16/2023,123994,63
10/17/2023,137064,61
10/18/2023,141051,63
10/19/2023,143633,64
10/20/2023,64054,63
10/21/2023,97905,63
10/22/2023,103540,57
10/23/2023,119334,60
10/24/2023,136936,65
10/25/2023,146414,72
10/26/2023,154052,77
10/27/2023,151643,74
10/28/2023,161586,80
10/29/2023,51294,63
10/30/2023,102056,60
10/31/2023,121547,51
11/1/2023,103384,49
11/2/2023,111708,48
11/3/2023,117894,55
11/4/2023,115173,61
11/5/2023,115289,65
11/6/2023,109199,56
11/7/2023,121130,64
11/8/2023,113595,54
11/9/2023,121286,57
11/10/2023,111397,53
11/11/2023,106110,55
11/12/2023,80622,44
11/13/2023,96960,49
11/14/2023,108435,53
11/15/2023,113716,53
11/16/2023,126032,65
11/17/2023,131552,67
11/18/2023,100217,63
11/19/2023,89999,55
11/20/2023,90641,46
11/21/2023,62221,48
11/22/2023,84206,54
11/23/2023,46157,52
11/24/2023,54684,51
11/25/2023,54138,40
11/26/2023,46249,56
11/27/2023,89180,56
11/28/2023,82936,41
11/29/2023,83511,38
11/30/2023,100116,51
12/1/2023,68015,51
12/2/2023,104671,60
12/3/2023,36508,53
12/4/2023,98393,54
12/5/2023,98187,43
12/6/2023,92702,43
12/7/2023,88293,39
12/8/2023,100728,51
12/9/2023,104642,59
12/10/2023,44662,61
12/11/2023,70484,50
12/12/2023,93214,44
12/13/2023,96781,47
12/14/2023,93133,41
12/15/2023,105719,58
12/16/2023,97249,54
12/17/2023,56656,59
12/18/2023,59028,62
12/19/2023,83957,44
12/20/2023,83340,46
12/21/2023,77175,42
12/22/2023,65697,37
12/23/2023,51231,44
12/24/2023,40950,49
12/25/2023,31063,49
12/26/2023,53036,51
12/27/2023,44013,50
12/28/2023,48510,55
12/29/2023,71412,55
12/30/2023,58494,46
12/31/2023,55722,43
1/1/2024,49070,47
1/2/2024,70370,42
1/3/2024,78729,43
1/4/2024,79965,45
1/5/2024,74535,37
1/6/2024,44748,38
1/7/2024,36893,38
1/8/2024,80997,45
1/9/2024,44437,57
1/10/2024,84379,57
1/11/2024,92006,47
1/12/2024,88317,50
1/13/2024,65836,60
1/14/2024,50268,44
1/15/2024,47323,29
1/16/2024,28162,32
1/17/2024,44609,24
1/18/2024,57540,34
1/19/2024,45458,32
1/20/2024,38730,26
1/21/2024,38006,31
1/22/2024,63300,38
1/23/2024,73097,40
1/24/2024,69025,48
1/25/2024,78939,59
1/26/2024,76164,46
1/27/2024,83126,49
1/28/2024,30521,44
1/29/2024,73131,40
1/30/2024,80777,38
1/31/2024,85918,40
2/1/2024,90513,46
2/2/2024,70819,46
2/3/2024,74538,43
2/4/2024,67945,46
2/5/2024,79353,45
2/6/2024,84202,42
2/7/2024,92692,48
2/8/2024,97843,53
2/9/2024,99709,55
2/10/2024,96668,60
2/11/2024,78749,56
2/12/2024,85746,48
2/13/2024,32939,41
2/14/2024,73225,38
2/15/2024,77419,39
2/16/2024,77025,43
2/17/2024,38799,36
2/18/2024,47456,40
2/19/2024,59803,41
2/20/2024,70492,40
2/21/2024,76794,43
2/22/2024,72947,45
2/23/2024,77644,47
2/24/2024,73792,44
2/25/2024,58478,41
2/26/2024,84992,55
2/27/2024,80360,55
2/28/2024,69322,62
2/29/2024,86159,43
3/1/2024,87829,48
3/2/2024,28723,55
3/3/2024,115183,68
3/4/2024,98111,59
3/5/2024,51487,49
3/6/2024,54956,53
3/7/2024,96514,54
3/8/2024,106564,57
3/9/2024,43104,49
3/10/2024,63253,51
3/11/2024,82176,52
3/12/2024,121132,66
3/13/2024,122822,62
3/14/2024,136726,74
3/15/2024,125044,73
3/16/2024,115245,61
3/17/2024,102363,63
3/18/2024,92710,51
3/19/2024,92710,48
3/20/2024,92234,57
3/21/2024,84796,43
3/22/2024,85785,46
3/23/2024,23903,50
3/24/2024,72948,48
3/25/2024,93965,53
3/26/2024,105245,53
3/27/2024,95913,52
3/28/2024,55955,51
3/29/2024,99427,56
3/30/2024,97784,62
3/31/2024,93274,62
