date,hour,Num_Crashes,day
2020-08-21,6,0,Friday
2020-08-21,7,1,Friday
2020-08-21,8,4,Friday
2020-08-21,9,1,Friday
2020-08-21,10,0,Friday
2020-08-21,11,1,Friday
2020-08-21,12,0,Friday
2020-08-21,13,1,Friday
2020-08-21,14,0,Friday
2020-08-21,15,1,Friday
2020-08-21,16,2,Friday
2020-08-21,17,0,Friday
2020-08-21,18,2,Friday
2020-08-21,19,2,Friday
2020-08-21,20,3,Friday
2020-08-21,21,0,Friday
2020-08-21,22,1,Friday
2020-08-21,23,2,Friday
2020-08-24,0,1,Monday
2020-08-24,1,1,Monday
2020-08-24,2,1,Monday
2020-08-24,3,0,Monday
2020-08-24,4,1,Monday
2020-08-24,5,0,Monday
2020-08-24,6,0,Monday
2020-08-24,7,0,Monday
2020-08-24,8,0,Monday
2020-08-24,9,0,Monday
2020-08-24,10,1,Monday
2020-08-24,11,0,Monday
2020-08-24,12,1,Monday
2020-08-24,13,1,Monday
2020-08-24,14,0,Monday
2020-08-24,15,1,Monday
2020-08-24,16,1,Monday
2020-08-24,17,1,Monday
2020-08-24,18,2,Monday
2020-08-24,19,1,Monday
2020-08-24,20,1,Monday
2020-08-24,21,2,Monday
2020-08-24,22,3,Monday
2020-08-24,23,0,Monday
2020-08-25,0,1,Tuesday
2020-08-25,1,0,Tuesday
2020-08-25,2,1,Tuesday
2020-08-25,3,2,Tuesday
2020-08-25,4,2,Tuesday
2020-08-25,5,1,Tuesday
2020-08-25,6,0,Tuesday
2020-08-25,7,1,Tuesday
2020-08-25,8,1,Tuesday
2020-08-25,9,1,Tuesday
2020-08-25,10,1,Tuesday
2020-08-25,11,1,Tuesday
2020-08-25,12,3,Tuesday
2020-08-25,13,2,Tuesday
2020-08-25,14,3,Tuesday
2020-08-25,15,1,Tuesday
2020-08-25,16,1,Tuesday
2020-08-25,17,3,Tuesday
2020-08-25,18,1,Tuesday
2020-08-25,19,3,Tuesday
2020-08-25,20,0,Tuesday
2020-08-25,21,2,Tuesday
2020-08-25,22,0,Tuesday
2020-08-25,23,0,Tuesday
2020-08-26,0,0,Wednesday
2020-08-26,1,1,Wednesday
2020-08-26,2,0,Wednesday
2020-08-26,3,0,Wednesday
2020-08-26,4,0,Wednesday
2020-08-26,5,0,Wednesday
2020-08-26,6,0,Wednesday
2020-08-26,7,0,Wednesday
2020-08-26,8,0,Wednesday
2020-08-26,9,0,Wednesday
2020-08-26,10,2,Wednesday
2020-08-26,11,1,Wednesday
2020-08-26,12,0,Wednesday
2020-08-26,13,4,Wednesday
2020-08-26,14,2,Wednesday
2020-08-26,15,2,Wednesday
2020-08-26,16,2,Wednesday
2020-08-26,17,1,Wednesday
2020-08-26,18,0,Wednesday
2020-08-26,19,2,Wednesday
2020-08-26,20,2,Wednesday
2020-08-26,21,0,Wednesday
2020-08-26,22,3,Wednesday
2020-08-26,23,0,Wednesday
2020-08-27,0,1,Thursday
2020-08-27,1,0,Thursday
2020-08-27,2,1,Thursday
2020-08-27,3,1,Thursday
2020-08-27,4,1,Thursday
2020-08-27,5,1,Thursday
2020-08-27,6,2,Thursday
2020-08-27,7,3,Thursday
2020-08-27,8,2,Thursday
2020-08-27,9,3,Thursday
2020-08-27,10,1,Thursday
2020-08-27,11,3,Thursday
2020-08-27,12,2,Thursday
2020-08-27,13,1,Thursday
2020-08-27,14,3,Thursday
2020-08-27,15,1,Thursday
2020-08-27,16,6,Thursday
2020-08-27,17,3,Thursday
2020-08-27,18,0,Thursday
2020-08-27,19,2,Thursday
2020-08-27,20,2,Thursday
2020-08-27,21,1,Thursday
2020-08-27,22,1,Thursday
2020-08-27,23,1,Thursday
2020-08-28,0,2,Friday
2020-08-28,1,2,Friday
2020-08-28,2,0,Friday
2020-08-28,3,0,Friday
2020-08-28,4,0,Friday
2020-08-28,5,1,Friday
2020-08-28,6,1,Friday
2020-08-28,7,0,Friday
2020-08-28,8,2,Friday
2020-08-28,9,1,Friday
2020-08-28,10,0,Friday
2020-08-28,11,4,Friday
2020-08-28,12,1,Friday
2020-08-28,13,3,Friday
2020-08-28,14,1,Friday
2020-08-28,15,2,Friday
2020-08-28,16,3,Friday
2020-08-28,17,7,Friday
2020-08-28,18,1,Friday
2020-08-28,19,2,Friday
2020-08-28,20,7,Friday
2020-08-28,21,3,Friday
2020-08-28,22,1,Friday
2020-08-28,23,1,Friday
2020-08-31,0,1,Monday
2020-08-31,1,5,Monday
2020-08-31,2,1,Monday
2020-08-31,3,0,Monday
2020-08-31,4,0,Monday
2020-08-31,5,0,Monday
2020-08-31,6,1,Monday
2020-08-31,7,0,Monday
2020-08-31,8,0,Monday
2020-08-31,9,1,Monday
2020-08-31,10,0,Monday
2020-08-31,11,1,Monday
2020-08-31,12,0,Monday
2020-08-31,13,1,Monday
2020-08-31,14,0,Monday
2020-08-31,15,5,Monday
2020-08-31,16,1,Monday
2020-08-31,17,2,Monday
2020-08-31,18,1,Monday
2020-08-31,19,1,Monday
2020-08-31,20,4,Monday
2020-08-31,21,2,Monday
2020-08-31,22,2,Monday
2020-08-31,23,1,Monday
